08:00:32:  自动播放
14:29:43:  data:, - Google Chrome
14:29:48:  注册 | 币安 - Google Chrome
14:28:18:  K64_12345678_20201126142328.log - [No filter file]* - TextAnalysisTool.NET
14:28:23:  计算机
14:28:28:  Track.c - trunk - Visual Studio Code [管理员]
14:28:33:  weiboping.py - trunk - Visual Studio Code [管理员]
14:28:38:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
14:28:53:  TCRControlCmdDLL
14:28:58:  Decode
14:29:03:  K64_12345678_20201126142637.log - [No filter file]* - TextAnalysisTool.NET
14:29:13:  CRS调测工具（研发版）V1.0.2.1
14:29:33:  K64_12345678_20201126142637.log - [No filter file]* - TextAnalysisTool.NET
14:29:38:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
14:29:43:  data:, - Google Chrome
14:29:48:  注册 | 币安 - Google Chrome
14:30:38:  *Python 3.7.3 Shell*
14:30:43:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
14:30:58:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
14:31:23:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
14:31:43:  selenium 模拟人的行为进行滑块拖动验证轨迹 – 小攀的博客 - Google Chrome
14:31:48:  selenium until_百度搜索 - Google Chrome
14:31:58:  selenium until 报找不到模块_百度搜索 - Google Chrome
14:32:03:  https://www.baidu.com/link?url=H3pten3FwrDoDrCls0sODt2gd98BSUK9rhPkvx0Fnbut8agAFTHXYo4-3otBptOi&wd=&eqid=cc09b6ba0005f515000000025fbf4bd8 - Google Chrome
14:32:08:  DRB钞箱控制板EXTFEDU6V1.3原理图评审
14:32:38:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
14:32:48:  K64_12345678_20201126142637.log - [No filter file]* - TextAnalysisTool.NET
14:32:58:  Edit Filter
14:33:03:  K64_12345678_20201126142637.log - [No filter file]* - TextAnalysisTool.NET
14:33:13:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
14:33:18:  Python selenium 三种等待方式详解(必会) - Google Chrome
14:33:43:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
14:33:48:  CRS调测工具（研发版）V1.0.2.1
14:35:48:  Python selenium 三种等待方式详解(必会) - Google Chrome
14:35:58:  CRS调测工具（研发版）V1.0.2.1
14:36:03:  20201126
14:36:08:  [No file loaded] - [No filter file] - TextAnalysisTool.NET
14:36:13:  Add Filter
14:36:18:  K64_12345678_20201126143518.log - [No filter file]* - TextAnalysisTool.NET
14:36:33:  K64_12345678_20201126142637.log - [No filter file]* - TextAnalysisTool.NET
14:38:03:  Python selenium 三种等待方式详解(必会) - Google Chrome
14:38:38:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
14:39:18:  K64_12345678_20201126142637.log - [No filter file]* - TextAnalysisTool.NET
14:39:23:  selenium until 报找不到模块_百度搜索 - Google Chrome
14:39:28:  WebDriverWait(self.driver, wait_time).until(EC.visibility_of_element_located((by, locator)))源码解析 - cnhkzyy - 博客园 - Google Chrome
14:39:38:  K64_12345678_20201126143518.log - [No filter file]* - TextAnalysisTool.NET
14:39:43:  打开
14:39:53:  CRS调测工具（研发版）V1.0.2.1
14:41:28:  Plate.c - trunk - Visual Studio Code [管理员]
14:41:33:  E:\深圳出差\44\Applications\FlowControl\TrackClear.c (44) - Sublime Text (UNREGISTERED)
14:41:43:  0-工作 - 张开发 - 印象笔记
14:41:53:  CRS调测工具（研发版）V1.0.2.1
14:42:38:  C:\Users\zhangkaifa\Documents\TcrFirmwareLogDecode.exe
14:42:43:  Decode
14:42:48:  K64_12345678_20201126143518.log - [No filter file]* - TextAnalysisTool.NET
14:42:53:  K64_12345678_20201126142637.log - [No filter file]* - TextAnalysisTool.NET
14:42:58:  K64_12345678_20201126144155.log - [No filter file]* - TextAnalysisTool.NET
14:43:13:  K64_12345678_20201126143518.log - [No filter file]* - TextAnalysisTool.NET
14:43:23:  K64_12345678_20201126144155.log - [No filter file]* - TextAnalysisTool.NET
14:44:03:  K64_12345678_20201126143518.log - [No filter file]* - TextAnalysisTool.NET
14:44:08:  K64_12345678_20201126144155.log - [No filter file]* - TextAnalysisTool.NET
14:44:13:  K64_12345678_20201126143518.log - [No filter file]* - TextAnalysisTool.NET
14:44:53:  深圳出差
14:44:58:  工作副本
14:45:03:  TrackClear.c - TortoiseMerge
14:44:08:  K64_12345678_20201126144155.log - [No filter file]* - TextAnalysisTool.NET
14:44:13:  K64_12345678_20201126143518.log - [No filter file]* - TextAnalysisTool.NET
14:44:53:  深圳出差
14:44:58:  工作副本
14:45:03:  TrackClear.c - TortoiseMerge
14:45:18:  E:\深圳出差\44 - 工作副本 - TortoiseSVN
14:45:23:  TrackModule.c - TortoiseMerge
14:45:28:  E:\深圳出差\44 - 工作副本 - TortoiseSVN
14:45:38:  TrackClear.c - TortoiseMerge
14:45:48:  K64_12345678_20201126143518.log - [No filter file]* - TextAnalysisTool.NET
14:45:53:  CRS调测工具（研发版）V1.0.2.1
14:46:38:  WebDriverWait(self.driver, wait_time).until(EC.visibility_of_element_located((by, locator)))源码解析 - cnhkzyy - 博客园 - Google Chrome
14:46:53:  无标题 - Google Chrome
14:47:08:  K64_12345678_20201126143518.log - [No filter file]* - TextAnalysisTool.NET
14:47:13:  K64_12345678_20201126144155.log - [No filter file]* - TextAnalysisTool.NET
14:47:28:  K64_12345678_20201126143518.log - [No filter file]* - TextAnalysisTool.NET
14:47:33:  K64_12345678_20201126144155.log - [No filter file]* - TextAnalysisTool.NET
14:47:53:  E:\深圳出差\44\Applications\FlowControl\TrackClear.c (44) - Sublime Text (UNREGISTERED)
14:48:08:  E:\深圳出差\44\Applications\FlowControl\TrackClear.c • (44) - Sublime Text (UNREGISTERED)
14:48:48:  E:\深圳出差\44\Applications\FlowControl\TrackClear.h (44) - Sublime Text (UNREGISTERED)
14:48:53:  E:\深圳出差\44\Applications\FlowControl\BV\BvCtrl.c (44) - Sublime Text (UNREGISTERED)
14:48:58:  E:\深圳出差\44\Applications\FlowControl\TrackSensor\TrackSensor.c (44) - Sublime Text (UNREGISTERED)
14:49:18:  E:\深圳出差\44\Applications\FlowControl\TrackClear.c • (44) - Sublime Text (UNREGISTERED)
14:50:23:  E:\深圳出差\44\Applications\FlowControl\FlowCtrl.c (44) - Sublime Text (UNREGISTERED)
14:50:38:  E:\深圳出差\44\Applications\FlowControl\TrackModule\GateModule.c (44) - Sublime Text (UNREGISTERED)
14:50:43:  E:\深圳出差\44\Applications\FlowControl\TrackClear.c • (44) - Sublime Text (UNREGISTERED)
14:50:53:  E:\深圳出差\44\Applications\FlowControl\FlowCtrl.c (44) - Sublime Text (UNREGISTERED)
14:50:58:  E:\深圳出差\44\Applications\FlowControl\TrackClear.c • (44) - Sublime Text (UNREGISTERED)
14:52:28:  E:\深圳出差\44\Applications\FlowControl\TrackClear.c (44) - Sublime Text (UNREGISTERED)
14:52:33:  E:\深圳出差\44\Project\k64_rtt.uvprojx - μVision
14:52:53:  本地磁盘 (E:)
14:52:58:  44
14:53:03:  E:\深圳出差\44\Tools\CreateJK.exe
14:53:33:  打开
14:53:38:  www.baidu.com - Google Chrome
14:53:43:  (4条消息) python selenium2 中的显示等待WebDriverWait与条件判断expected_conditions举例_Caric_Lee的博客-CSDN博客 - Google Chrome
14:53:53:  until(EC.visibility_of_百度搜索 - Google Chrome
14:54:03:  selenium WebDriverWait - 致远方 - 博客园 - Google Chrome
14:55:18:  CRS调测工具（研发版）V1.0.2.1
14:56:03:  计算机
14:56:08:  CRS调测工具（研发版）V1.0.2.1
14:58:28:  Decode
14:58:33:  K64_12345678_20201126145757.log - [No filter file]* - TextAnalysisTool.NET
14:58:48:  0-工作 - 张开发 - 印象笔记
14:58:53:  selenium WebDriverWait - 致远方 - 博客园 - Google Chrome
14:59:03:  (4条消息) Python selenium —— 一定要会用selenium的等待，三种等待方式解读_灰蓝-CSDN博客_selenium等待 - Google Chrome
14:59:18:  K64_12345678_20201126145757.log - [No filter file]* - TextAnalysisTool.NET
14:59:23:  本地磁盘 (F:)
14:59:28:  新建文件夹 (3)
14:59:33:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
14:59:43:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
14:58:28:  Decode
14:58:33:  K64_12345678_20201126145757.log - [No filter file]* - TextAnalysisTool.NET
14:58:48:  0-工作 - 张开发 - 印象笔记
14:58:53:  selenium WebDriverWait - 致远方 - 博客园 - Google Chrome
14:59:03:  (4条消息) Python selenium —— 一定要会用selenium的等待，三种等待方式解读_灰蓝-CSDN博客_selenium等待 - Google Chrome
14:59:18:  K64_12345678_20201126145757.log - [No filter file]* - TextAnalysisTool.NET
14:59:23:  本地磁盘 (F:)
14:59:28:  新建文件夹 (3)
14:59:33:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
14:59:43:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:00:43:  (4条消息) Python selenium —— 一定要会用selenium的等待，三种等待方式解读_灰蓝-CSDN博客_selenium等待 - Google Chrome
15:00:58:  selenium 模拟人的行为进行滑块拖动验证轨迹 – 小攀的博客 - Google Chrome
15:01:03:  无标题 - Google Chrome
15:01:08:  Selenium2+python自动化38-显式等待（WebDriverWait） - 上海-悠悠 - 博客园 - Google Chrome
15:01:28:  seleniumWebDriverWait_百度搜索 - Google Chrome
15:01:33:  (4条消息) Selenium 中WebDriverWait()方法小计_莺声门径的博客-CSDN博客 - Google Chrome
15:01:53:  (4条消息) WebDriverWait()等待方法：_cjfwjj1的博客-CSDN博客 - Google Chrome
15:02:08:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:02:13:  https://www.baidu.com/link?url=BI1bfTlscLgDDPSM21ZK4zezkcULK-36rmyo8-B7FFYZc-YTeh-mLTpF47b7Ca2Kq4hECTorxA3qTR1dbyzW2ZjixIxtkxz0EdjnZvJc07C&wd=&eqid=85d73afd0004d920000000025fbf5108 - Google Chrome
15:02:18:  (4条消息) 38、Selenium 之 WebDriverWait_像Storm一样飞-CSDN博客 - Google Chrome
15:02:43:  等待presence_of_element_located - 金竹多多 - 博客园 - Google Chrome
15:02:58:  (4条消息) 关于selenium中的三种等待方式与EC模块的知识_chencong_5555的博客-CSDN博客 - Google Chrome
15:03:48:  EC.presence_of_element_located_百度搜索 - Google Chrome
15:03:58:  selenium BY_百度搜索 - Google Chrome
15:04:03:  (4条消息) selenium By八种方式定位元素_嘿菇凉的博客-CSDN博客 - Google Chrome
15:04:18:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:04:28:  (4条消息) selenium By八种方式定位元素_嘿菇凉的博客-CSDN博客 - Google Chrome
15:04:33:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:04:38:  0-工作 - 张开发 - 印象笔记
15:04:43:  1-记录 - 张开发 - 印象笔记
15:04:58:  0-工作 - 张开发 - 印象笔记
15:05:03:  3-日常 - 张开发 - 印象笔记
15:05:08:  随笔 - 张开发 - 印象笔记
15:05:13:  所有笔记本 - 张开发 - 印象笔记
15:05:28:  (4条消息) selenium By八种方式定位元素_嘿菇凉的博客-CSDN博客 - Google Chrome
15:05:43:  (4条消息) 38、Selenium 之 WebDriverWait_像Storm一样飞-CSDN博客 - Google Chrome
15:05:48:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:06:43:  (4条消息) selenium By八种方式定位元素_嘿菇凉的博客-CSDN博客 - Google Chrome
15:06:53:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:07:03:  (4条消息) selenium By八种方式定位元素_嘿菇凉的博客-CSDN博客 - Google Chrome
15:07:13:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:07:18:  (4条消息) selenium By八种方式定位元素_嘿菇凉的博客-CSDN博客 - Google Chrome
15:07:28:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:07:38:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:07:48:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
15:07:53:  注册 | 币安 - Google Chrome
15:07:58:  *Python 3.7.3 Shell*
15:08:03:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:08:23:  注册 | 币安 - Google Chrome
15:08:44:  https://accounts.binancezh.pro/cn/verification-register/email?email=4948919%40yopmail.com - Google Chrome
15:08:49:  Python 3.7.3 Shell
15:08:54:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:08:59:  Python 3.7.3 Shell
15:09:04:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:09:54:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:10:09:  *Python 3.7.3 Shell*
15:10:14:  https://accounts.binancezh.pro/cn/register - Google Chrome
15:10:19:  *Python 3.7.3 Shell*
15:10:29:  Python 3.7.3 Shell
15:10:39:  跳转列表
15:10:44:  (4条消息) 38、Selenium 之 WebDriverWait_像Storm一样飞-CSDN博客 - Google Chrome
15:10:54:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:11:04:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:11:09:  (4条消息) 38、Selenium 之 WebDriverWait_像Storm一样飞-CSDN博客 - Google Chrome
15:11:14:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:11:19:  (4条消息) 38、Selenium 之 WebDriverWait_像Storm一样飞-CSDN博客 - Google Chrome
15:11:24:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:11:39:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:11:44:  无标题 - Google Chrome
15:11:49:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:11:54:  注册 | 币安 - Google Chrome
15:12:09:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:12:24:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:13:04:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:13:09:  Save Before Run or Check
15:13:14:  data:, - Google Chrome
15:13:19:  CRS调测工具（研发版）V1.0.2.1
15:13:24:  注册 | 币安 - Google Chrome
15:14:09:  https://accounts.binancezh.pro/cn/verification-register/email?email=9168507%40yopmail.com - Google Chrome
15:14:14:  Python 3.7.3 Shell
15:14:19:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:14:24:  (4条消息) selenium By八种方式定位元素_嘿菇凉的博客-CSDN博客 - Google Chrome
15:14:29:  (4条消息) 38、Selenium 之 WebDriverWait_像Storm一样飞-CSDN博客 - Google Chrome
15:14:34:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:14:39:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:14:59:  转发:
15:14:09:  https://accounts.binancezh.pro/cn/verification-register/email?email=9168507%40yopmail.com - Google Chrome
15:14:14:  Python 3.7.3 Shell
15:14:19:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:14:24:  (4条消息) selenium By八种方式定位元素_嘿菇凉的博客-CSDN博客 - Google Chrome
15:14:29:  (4条消息) 38、Selenium 之 WebDriverWait_像Storm一样飞-CSDN博客 - Google Chrome
15:14:34:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:14:39:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:14:59:  转发:
15:16:04:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
15:16:14:  Save Before Run or Check
15:16:19:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
15:16:24:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:16:39:  注册 | 币安 - Google Chrome
15:16:59:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
15:17:04:  data:, - Google Chrome
15:17:09:  YOPmail : 临时、匿名的免费邮箱地址。 - Google Chrome
15:17:14:  https://accounts.binancezh.pro/cn/verification-register/email?email=7862263%40yopmail.com - Google Chrome
15:17:19:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:17:29:  YOPmail : 临时、匿名的免费邮箱地址。 - Google Chrome
15:17:44:  锁屏状态
15:17:54:  转发:
15:18:54:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:18:59:  K64_12345678_20201126145757.log - [No filter file]* - TextAnalysisTool.NET
15:19:04:  CRS调测工具（研发版）V1.0.2.1
15:19:44:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
15:19:49:  注册 | 币安 - Google Chrome
15:20:19:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
15:20:24:  YOPmail : 临时、匿名的免费邮箱地址。 - Google Chrome
15:20:34:  K64_12345678_20201126145757.log - [No filter file]* - TextAnalysisTool.NET
15:20:49:  data:, - Google Chrome
15:20:54:  注册 | 币安 - Google Chrome
15:20:59:  注册.txt - 记事本
15:21:14:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
15:24:09:  收取邮件 - 张开发
15:24:14:  CRS调测工具（研发版）V1.0.2.1
15:24:29:  打开
15:24:34:  CRS调测工具（研发版）V1.0.2.1
15:25:54:  桌面整理
15:26:04:  SyntaxError
15:26:09:  Python 3.7.3 Shell
15:26:14:  桌面整理
15:26:24:  回复: python_at_l610 - 写邮件
15:26:34:  开始
15:26:44:  CRS调测工具（研发版）V1.0.2.1
15:27:44:  打开
15:27:59:  CRS调测工具（研发版）V1.0.2.1
15:28:59:  python_at_l610 (1).py - C:\Users\zhangkaifa\Desktop\python_at_l610 (1).py (3.7.3)
15:29:04:  桌面整理
15:29:19:  CRS调测工具（研发版）V1.0.2.1
15:28:59:  python_at_l610 (1).py - C:\Users\zhangkaifa\Desktop\python_at_l610 (1).py (3.7.3)
15:29:04:  桌面整理
15:29:19:  CRS调测工具（研发版）V1.0.2.1
15:31:39:  20201126
15:31:49:  K64_12345678_20201126145757.log - [No filter file]* - TextAnalysisTool.NET
15:31:54:  K64_12345678_20201126153107.log - [No filter file]* - TextAnalysisTool.NET
15:32:24:  Go To
15:32:29:  K64_12345678_20201126153107.log - [No filter file]* - TextAnalysisTool.NET
15:32:59:  CRS调测工具（研发版）V1.0.2.1
15:33:04:  K64_12345678_20201126153107.log - [No filter file]* - TextAnalysisTool.NET
15:33:14:  Add Filter
15:33:19:  K64_12345678_20201126153107.log - [No filter file]* - TextAnalysisTool.NET
15:33:24:  Decode
15:33:34:  K64_12345678_20201126152925.log - [No filter file]* - TextAnalysisTool.NET
15:33:39:  Decode
15:33:44:  Add Filter
15:33:54:  K64_12345678_20201126152644.log - [No filter file]* - TextAnalysisTool.NET
15:33:59:  Add Filter
15:34:04:  K64_12345678_20201126152644.log - [No filter file]* - TextAnalysisTool.NET
15:34:14:  Decode
15:34:19:  K64_12345678_20201126153107.log - [No filter file]* - TextAnalysisTool.NET
15:34:29:  D:\CRS\666\Applications\PPCtrl\PPCtrl.c (666) - Sublime Text (UNREGISTERED)
15:34:39:  Update Available
15:34:54:  D:\CRS\666\Applications\PPCtrl\PPCtrl.c (666) - Sublime Text (UNREGISTERED)
15:34:59:  K64_12345678_20201126153107.log - [No filter file]* - TextAnalysisTool.NET
15:35:09:  E:\深圳出差\44\Applications\FlowControl\TrackClear.c (44) - Sublime Text (UNREGISTERED)
15:35:34:  E:\深圳出差\44\Applications\FlowControl\PageManage\PageManage.c (44) - Sublime Text (UNREGISTERED)
15:35:59:  E:\深圳出差\44\Applications\FlowControl\PageManage\PageManageOut.c (44) - Sublime Text (UNREGISTERED)
15:36:04:  E:\深圳出差\44\Applications\FlowControl\TrackSensor\TrackSensor.h (44) - Sublime Text (UNREGISTERED)
15:36:09:  E:\深圳出差\44\Applications\FlowControl\PageManage\PageManage.c (44) - Sublime Text (UNREGISTERED)
15:36:19:  K64_12345678_20201126153107.log - [No filter file]* - TextAnalysisTool.NET
15:36:24:  锁屏状态
15:36:29:  K64_12345678_20201126153107.log - [No filter file]* - TextAnalysisTool.NET
15:37:14:  Add Filter
15:37:24:  K64_12345678_20201126153107.log - [No filter file]* - TextAnalysisTool.NET
15:38:54:  E:\深圳出差\44\Applications\FlowControl\PageManage\PageManage.c (44) - Sublime Text (UNREGISTERED)
15:38:59:  E:\深圳出差\44\Applications\FlowControl\TrackClear.c (44) - Sublime Text (UNREGISTERED)
15:39:14:  E:\深圳出差\44\Applications\FlowControl\BV\BvCtrl.c (44) - Sublime Text (UNREGISTERED)
15:39:49:  K64_12345678_20201126153107.log - [No filter file]* - TextAnalysisTool.NET
15:40:14:  Add Filter
15:40:19:  E:\深圳出差\44\Applications\FlowControl\BV\BvCtrl.c (44) - Sublime Text (UNREGISTERED)
15:40:24:  E:\深圳出差\44\Applications\FlowControl\TrackModule\GateModule.h (44) - Sublime Text (UNREGISTERED)
15:40:29:  E:\深圳出差\44\Applications\FlowControl\PageManage\PageManage.c (44) - Sublime Text (UNREGISTERED)
15:40:44:  E:\深圳出差\44\Applications\FlowControl\PageManage\PageManage.h (44) - Sublime Text (UNREGISTERED)
15:40:49:  K64_12345678_20201126153107.log - [No filter file]* - TextAnalysisTool.NET
15:40:54:  E:\深圳出差\44\Applications\FlowControl\PageManage\PageManage.h (44) - Sublime Text (UNREGISTERED)
15:41:04:  E:\深圳出差\44\Applications\FlowControl\PageManage\PageManage.c (44) - Sublime Text (UNREGISTERED)
15:41:09:  E:\深圳出差\44\Applications\FlowControl\TrackSelector\SelCtrl.h (44) - Sublime Text (UNREGISTERED)
15:41:14:  E:\深圳出差\44\Applications\FlowControl\PageManage\PageManage.c (44) - Sublime Text (UNREGISTERED)
15:42:14:  E:\深圳出差\44\Applications\FlowControl\PageManage\PageManageOut.h (44) - Sublime Text (UNREGISTERED)
15:42:19:  E:\深圳出差\44\Applications\FlowControl\PageManage\PageManage.c (44) - Sublime Text (UNREGISTERED)
15:42:39:  E:\深圳出差\44\Applications\FlowControl\FlowCtrl.h (44) - Sublime Text (UNREGISTERED)
15:42:44:  E:\深圳出差\44\Applications\FlowControl\TrackModule\TrackModule.c (44) - Sublime Text (UNREGISTERED)
15:43:24:  E:\深圳出差\44\Applications\FlowControl\FlowCtrl.c (44) - Sublime Text (UNREGISTERED)
15:44:14:  运行
15:44:19:  08tcr测试过程记录
15:44:24:  系统测试记录
15:44:29:  CRS集成测试问题
15:44:39:  正在打开 - Excel
15:44:49:  CRS缺陷列表1124.xlsx  [受保护的视图] - Excel
15:44:14:  运行
15:44:19:  08tcr测试过程记录
15:44:24:  系统测试记录
15:44:29:  CRS集成测试问题
15:44:39:  正在打开 - Excel
15:44:49:  CRS缺陷列表1124.xlsx  [受保护的视图] - Excel
15:45:14:  CRS缺陷列表1124.xlsx - Excel
15:46:24:  CRS集成测试问题
15:47:19:  E:\深圳出差\44\Applications\FlowControl\FlowCtrl.c (44) - Sublime Text (UNREGISTERED)
15:47:29:  E:\深圳出差\44\Applications\FlowControl\TrackModule\TrackModule.c (44) - Sublime Text (UNREGISTERED)
15:47:49:  E:\深圳出差\44\Applications\FlowControl\FlowCtrl.c (44) - Sublime Text (UNREGISTERED)
15:47:54:  于斌1
15:47:59:  E:\深圳出差\44\Applications\FlowControl\FlowCtrl.c (44) - Sublime Text (UNREGISTERED)
15:48:19:  E:\深圳出差\44\Applications\FlowControl\PageManage\PageManageIn.c (44) - Sublime Text (UNREGISTERED)
15:48:34:  E:\深圳出差\44\Applications\FlowControl\TrackModule\CashBoxModuleApp.c (44) - Sublime Text (UNREGISTERED)
15:48:44:  E:\深圳出差\44\Applications\FlowControl\TrackModule\GateModuleApp.c (44) - Sublime Text (UNREGISTERED)
15:48:54:  E:\深圳出差\44\Applications\FlowControl\FlowCtrl.c (44) - Sublime Text (UNREGISTERED)
15:49:04:  E:\深圳出差\44\Applications\FlowControl\TrackModule\GateModule.h (44) - Sublime Text (UNREGISTERED)
15:49:14:  E:\深圳出差\44\Applications\FlowControl\TrackSensor\TrackSensor.c (44) - Sublime Text (UNREGISTERED)
15:49:39:  06 固件日报
15:49:44:  CRS
15:49:59:  日积月累
15:50:04:  \\192.168.28.3\文件共享\组织共享\技术中心项目组共享\02-识别产品线\06- 刘建生\06 固件日报\共享文件\CRS\结构图\CRS传感器距离.exb - CAXA电子图板2005(企业版)
15:50:09:  E:\深圳出差\44\Applications\FlowControl\TrackSensor\TrackSensor.c (44) - Sublime Text (UNREGISTERED)
15:50:14:  \\192.168.28.3\文件共享\组织共享\技术中心项目组共享\02-识别产品线\06- 刘建生\06 固件日报\共享文件\CRS\结构图\CRS传感器距离.exb - CAXA电子图板2005(企业版)
15:50:24:  E:\深圳出差\44\Applications\FlowControl\TrackSensor\TrackSensor.c (44) - Sublime Text (UNREGISTERED)
15:50:49:  \\192.168.28.3\文件共享\组织共享\技术中心项目组共享\02-识别产品线\06- 刘建生\06 固件日报\共享文件\CRS\结构图\CRS传感器距离.exb - CAXA电子图板2005(企业版)
15:50:59:  E:\深圳出差\44\Applications\FlowControl\TrackSensor\TrackSensor.c (44) - Sublime Text (UNREGISTERED)
15:51:19:  \\192.168.28.3\文件共享\组织共享\技术中心项目组共享\02-识别产品线\06- 刘建生\06 固件日报\共享文件\CRS\结构图\CRS传感器距离.exb - CAXA电子图板2005(企业版)
15:52:44:  E:\深圳出差\44\Applications\FlowControl\TrackSensor\TrackSensor.c (44) - Sublime Text (UNREGISTERED)
15:53:09:  \\192.168.28.3\文件共享\组织共享\技术中心项目组共享\02-识别产品线\06- 刘建生\06 固件日报\共享文件\CRS\结构图\CRS传感器距离.exb - CAXA电子图板2005(企业版)
15:53:19:  E:\深圳出差\44\Applications\FlowControl\TrackSensor\TrackSensor.c (44) - Sublime Text (UNREGISTERED)
15:53:24:  E:\深圳出差\44\Applications\FlowControl\TrackSensor\TrackSensor.c • (44) - Sublime Text (UNREGISTERED)
15:53:34:  \\192.168.28.3\文件共享\组织共享\技术中心项目组共享\02-识别产品线\06- 刘建生\06 固件日报\共享文件\CRS\结构图\CRS传感器距离.exb - CAXA电子图板2005(企业版)
